url,maintext_translated,title_translated
https://www.prothomalo.com/bangladesh/অভ্যন্তরীণ-সড়ক-বেহাল-ভরাট-হয়ে-গেছে-নালা,"In the northern city of Fearipur Basipur, which is located in the capital city of the capital city of the capital city of Dhaka, Poyola has also been filled.The officials, industrial owners and workers say that in the village of Chaaripur, around 25-point area outside of Fei, the area of Chaipur, built by four factories, including 38 people, with almost all the last work of the three factories, but not all of it was",Internal roads are filled with sand.
http://www.gazetevatan.com/sendika-kuran-5-polise-ihrac--533435-gundem/,"The first police union (Sen) President Faruk Sezer and five founding members of the union have been discharged four times from police duty. A founding member has been sentenced to 24 months' long-term suspension. When we go to our last defences, no one is allowed to represent us. The letter has been issued for the release of his signature, which has been issued to Security-sen President Faruk Ceker and 5 co-founders. If you are a founding member, you can also say that Ömer Osman Ceeyhan is life-long. When we go to the last defence, no one is allowed to represent us. After 3 months's decision has been made, I have been informed that the decision has been made by the President of the State of the State of Emergency Minister of the Union. This decision has been made to be made clear to be made clear by the 5 months's decision. This decision. I am not clear. This is not clear to be made by the right to be taken away from the state.",Exposure to five cops who have formed a union!
https://newsinfo.inquirer.net/385775/visayan-katipunero-led-1898-cebuano-revolt-vs-spain,"CEBU—He may not be considered in the league of the country’s renowned national heroes such as Jose Rizal and Andres Bonifacio. But there is one Visayan hero who fought for the nation’s independence from Spain with the same vigor and passion.
Pantaleon Villegas, known as Leon Kilat, led a group of Cebuano Katipuneros in attacking the Spaniards on April 3, 1898, in what is now known as the Battle of Tres de Abril.
ADVERTISEMENT
Leon and the Katipuneros succeeded in forcing the Spaniards to seek refuge at Fort San Pedro and took control of Cebu for a few days.
Unfortunately, Leon was killed five days later, not by a Spaniard, but by an aide who was scared of Spanish reprisal.
But Leon’s story is not often told. In the anniversary of the attack and his subsequent death on April 3 and April 8, it is timely to recall the heroism of Leon Kilat.
While the revolution started in Manila in August 1896 and had spread like wildfire among several Luzon provinces, it didn’t reach Cebu until mid-1897.
With the help of a Tagalog Katipunero who was dispatched to Cebu, a local chapter was formed in Cebu City in June 1897, participated in mostly by the workers of San Nicolas town.
While waiting for the designated official to start the revolution, the local Katipunan chapter silently recruited members.
Leon Kilat, 24, was the designated leader of the local chapter.
Although a non-Cebuano, Leon was familiar with Cebu and had several friends here since, prior to working in Mania, he found a job in the city for a few years.
Born in Bacong, Negros Oriental, in 1873, Leon found work in Cebu City first as an employee of MacLeod and Company and then as an employee of Botica Antigua owned by a German national Andres Krapfenbauer.
ADVERTISEMENT
Before leaving for Manila, Leon worked in the stable for horses of Federico Laing.
Leon was recruited by the Katipunan in Manila where he was believed to have earned his “kalake” or supernatural powers. Besides wearing talismans, he was known to be a “kublan,” which rendered him immune to bullets and other weapons.
In the late 1897, the Spanish governor of Cebu, Gen. Adolfo Montero, took up several measures to prevent the infiltration of the Katipunan in the province after he heard that some Katipuneros had arrived here.
To counter the perceived menace, the Spaniards organized local loyal volunteers in different towns to nip the secret organization in the bud.
Threatened, the local Katipunan chapter decided it was time to wage war with the Spaniards.
With enough number of members and sympathizers especially among the prominent local leaders of San Nicolas, the Katipuneros clandestinely met to plan.
In February or March of 1898, the much-awaited leader—Leon Kilat—had arrived. After making several consultations with the local leadership, Leon Kilat agreed on a date to hold the revolt—April 8.
This date was auspicious, so they thought, since the Spanish troops would not be bringing their arms with them while filing for the Good Friday procession on that day.
It was to be the only day of the year that the Spanish troops would not be on their guard and therefore would be just like sitting ducks.
But things didn’t go as planned.
While in the thick of preparations, the Spanish authorities became suspicious, and the plot was discovered. Several arrests were made thereafter.
But the die was cast.
After the execution of a few ringleaders and the arrest of several men, the members of the Cebu Katipunan would have to stage the revolt immediately before it fizzled out.
On April 3, 1898, Cebu City was gripped with tension.
While the Spaniards and their respective families had evacuated to Fort San Pedro, most city residents fearfully stayed within the confines of their homes.
According to a reconstruction of the events published in the prewar newspaper “Ang Freeman” in 1929, “Leon, brandishing a sword, led his brothers.”
They didn’t have to wait for Good Friday anymore. The Spaniards immediately dispatched soldiers to San Nicolas at 3 p.m. “The troops, … led by Capitan Mampor,” loaded their rifles ready for combat.
Recognizing the rebels, the leader of Spanish troops ordered the attack. “The revolt was lit; the moment has come. Don Leon shouted ‘Brothers, forward!’ He unsheathed his sword and prepared his spears. The Spaniards, who, for the longest time, was used to seeing the Cebuanos stoop down and even feared to stare at his master, didn’t expect that he would rebel with puny arms and any experience in fighting.”
A never-before-seen bloodshed occurred.
While many Spanish soldiers were killed, the Cebuano forces also had casualties. But overall, the Cebuano forces had the edge before Spanish reinforcements arrived from Manila.
The revolt spread to other Cebu towns but before the Katipuneros were routed, they also showed the Spaniards that although they were ill-prepared, they too were capable of inflicting damage on them.
Meanwhile, those who sought refuge at Fort San Pedro may have felt safe inside the bastion but the Tres de Abril revolt was a lesson for the abusive colonial masters.
In fact, while waiting for reinforcements to arrive, those inside the fort suffered thirst and starvation.
Everyone, whether official or ordinary Spanish citizen, pro-Spanish Cebuanos or even prayerful friars, suffered not only discomfort but also fear because each one had been placed on rotation to act as a sentinel on guard lest the stone fort was overrun by their enemies.
It was unfortunate, however, that a few days after April 3, Leon Kilat was assassinated by Cebuanos who feared Spanish reprisals while he was seeking refuge in Carcar town.
To carry out their grim plan, the leaders of Carcar had Leon drink to the point of losing his senses before they removed his talismans so that they would succeed in liquidating him.
Worse, the assassination of the leader of the revolution was carried out by his treacherous aide, Apolinario Alcuitas.
While Leon was dying, his body was dragged to the town plaza where the townsfolk cheered: “Viva España!”
Leon Kilat had become a martyr for the cause of his people. It was April 8, 1898.
But then, despite his early demise at 24, Leon Kilat, “the man who was as fierce as a lion and as quick as a lightning bolt” had become a legend in the anti-Spanish revolution in Cebu.
Read Next",Visayan Katipunero led 1898 Cebuano revolt vs Spain
https://www.amarujala.com/uttar-pradesh/deoria/Deoria-62784-68,Derry. The bullet was taken on Wednesday night to make straw. The incident is of the town of Manimani in the province of Baingi. Three were seriously wounded during the violence.,"Dropping in the debate, a young man injured"
https://www.amarujala.com/uttar-pradesh/fatehpur/Fatehpur-127590-36,The team dropped B on Monday at the Sports Stadium in a couple of years ago. The match has been hit by a team with a friend Rahul who played a well in every area. The match was won five over the first time.,The B Team has been defeated
https://www.malaysiakini.com/news/228600,"The reaction to this election in Sabah has been limited to the Chinese constituency, and it is believed that the opposition to the Jatsan Dow Maurith constituency has been greater than it was in 1986 and 1999 than it was in the Quinta Hills, where the Quinta Hills indigenous majority of the Dosuns, but Quinta Hills towns and marketplaces have increasingly come to buy and sell, affecting the lives of the Do","Sabah Progressive Party, Quinta Hill."
https://www.ambebi.ge/article/75549-jeizi-bionsesthvis-kundzuls-yidulobs/,"Jez always showered his beloved wife with precious and original gifts. This time the rapper exceeded all expectations. The star buys an island in the Bahamas for Beyoncé. Jay's Island is located in the northern Abaco territory. His wife and daughter Blue Ivy will spend their holidays here. \""Jayz has been looking for an island where his family can vacation for a long time. This gift is for their fifth year of marriage. Plus, the private island will have security and a small staff, which means they will be able to freely walk on the beach without being photographed by the paparazzi. On this island",Jaycee is buying an island for Beyoncé
https://www.zdg.md/editia-print/stiri-vechi/nicolae-timofti-le-raspunde-comunistilor-declansarea-imediata-a-alegerilor-parlamentare-este-imposibila/,"A group of Communist MPs today, on 4 April, sent to the President an appeal addressed to ""citizen"" Nicolae Timofti, asking the President to convene early elections.The parliamentary delegation of the Communists chose this communication.",Nicolae Timofti answers the communists: The immediate announcement of parliamentary elections is impossible
http://www.reuters.com/article/india-tbills-idUSL3N0CS25720130405,"MUMBAI, April 5 (Reuters) - India will sell 100 billion rupees ($1.82 billion) of treasury bills, including 50 billion rupees of the 91-day t-bills, and 50 billion rupees of the 182-day t-bills on April 10, the Reserve Bank of India said on Friday. ($1 = 54.8 rupees) (Reporting by Neha Dasgupta; Editing by Anand Basu)",India to sell 100 bln rupees of t-bills on April 10 - cbank
https://www.amarujala.com/news-archives/india-news-archives/postmortem-report-of-sarabjit,"The Indian doctors took up a post on Sirbig's body, and there was a series of startling things about it. The PM report shows that the killer was attacked.","bone broken, then broke it and gave up blood!"
https://www.eldiario.ec/noticias-manabi-ecuador/264106-caida-le-fractura-el-craneo-y-muere/,"Family members of Macias indicated that the accident arose in the place where the bottler of Pure Water, located in the parish of Colón, operated.People who were at the place where the event happened, told that at approximately 11:30 Macias was on a cane staircase when a metal structure (viga) gave way, hit the staircase and smashed it, causing the man to lose his balance and fall from a height of approximately 5 meters",♪ Fall on his head ♪ ♪ Scratch and die ♪
https://www.diarioextra.com/noticia/poder-judicial-gasto-592-millones-de-mas-por-programa-con-problemas,"The judiciary spent ¢592 million extras for a program that from the beginning has presented inconsistencies and serious weaknesses for its execution.It is the Program of Modernization of the Administration of Justice for which the authorities of the Judiciary and the company Indra Sistemas S.A. have signed a contract, the purpose being to improve the administration of justice in Costa Rica, in order to make it more accessible, equitable, predictable and efficient.The contract was studied by the",The judiciary spent an extra ¢592 million per program with problems
https://mwnation.com/why-i-cherish-that-friend/,"It was last year in the rainy month of November. My mother was arriving from Rumphi on a night bus. She would be at Lilongwe Bus Depot by 2 o’clock in the morning.My wife and I were in Blantyre and so we just told her to get a taxi home. She was stiff scared with the idea of taking a taxi by herself and so she out-rightly declined the suggestion. But I could not imagine my mum sleeping in the bus depot until daybreak. So, I called a friend who knew a few taxis to help me arranging for one. Surprisingly, the friend was more than willing to pick her up himself despite being night and raining cats and dogs. When we arrived home the following day, we found my mum in a new sweater. Apparently, she had forgotten hers and another friend who spotted her in Mzuzu looking cold just went into a shop and bought her one – a very expensive one.How many of us have such friends whom we can call upon when we are stranded, bereaved, or simply want to celebrate with. Cultivating and maintaining genuine friendships is an important asset. More important than money. You see, many people place so much value on money and forget friends in the process. In fact, most people build friendships based on how much people can offer them in return. But trust me, it reaches a point in life when you just need friends, even just to talk to, no matter how much money you have.Maintaining good relationships is very important. Even in the work place, think about it for a moment. What happens if your relationship with your boss and your coworkers sours? You are stressed, can lose your job—your income goes down. What happens if you build stronger relationships with your boss and your coworkers? You are happy and hence perform better, get pay raises and promotions, and assume bigger projects—your income goes up.The same applies to your personal life. Let’s say you are about to move. If you have a lot of real friends, a few phone calls will get you all the help you need. If you don’t have these relationships, you will be shelling out cash for a moving service (a big cost) or doing it yourself (a huge time sink).From this, it is easy to see that building up a lot of real relationships with people is valuable. What do I mean by a real relationship? I’m referring to one where something of positive value is exchanged on a regular basis—useful advice, a helping hand, loaning of items, an ear to truly listen, and so on. Any relationship worth its salt has a healthy dose of positive exchanges of value with a minimum of negative exchanges (insults, backstabbing, gossip, incorrect advice, being an obstacle).I confess that for a long time, I didn’t know how to do this well at all. It wasn’t that I thought other people should give me value in exchange for nothing— I just simply didn’t understand the value of such exchanges.Give of yourself freely. If someone needs help, help. Don’t worry about payback. Don’t worry about what you might get out of it. Just help them. If you contact someone and find out they are stuck on a project, need a job, or need a helping hand in some other way, either provide that help yourself (if you can) or find someone who can provide that help and make the connection.",Why I cherish that friend
https://www.astroawani.com/berita-malaysia/platform-youths-speak-pm-14323,"Haider Yutim. In an effort to create and opportunity for young Malaysians to talk with speakers, Persatuan Pemuda Negara Malaysia in collaboration with the Malaysia Social Media Chambers held a forum so that the subjects can be brought up to the Prime Minister Datak Seri Najib Tun Razak",Platform for youngs to'speak 'to the PM
https://www.eltiempo.com/archivo/documento/CMS-12835062,"Despite the beginning of the peace process with the FARC, the terrorist attacks in Colombia grew during 2012, according to the Annual Report on Terrorism just published by the United States Department of State. According to the report, during that year there was a 52 percent increase in terrorist actions attributed mostly to the FARC and Eln. In total and until October last year there were 716 attacks, compared to 472 in 2011.",State Department Says Terrorist Acts Go Up
https://kp.ua/kiev/395696-aktyvystov-prosydevshykh-poldnia-na-stroytelnom-krane-zabraly-v-otdelenye-mylytsyy,"A few years ago, they also protested against the construction of a high-rise building near the Slava Square, which visualizes the view on the Dniprov slopes, this time choosing the most significant anniversary of the Republic of the Living Court, and just a year ago, the Kievs took up the yard and for a long time prevented the builders from entering it, and they climbed the crane with climbing carabines and ropes.",Activists sitting on a construction crane for half a day were taken to the police station
https://www.deccanherald.com/content/329905/in-lap-luxury.html,"Add a special touch to make your bathroom the most relaxing place in your entire house. There is a wide variety of accessories available in the market today, from showerheads of all kinds to faucets with infrared sensors, writes A Dyuti.
Always believed tiles and wall colour are the only modernising means for your bathroom? That’s no longer the case today. For, now, you have a variety of modern gadgets catering to your twin needs of luxurious living and aesthetics.
How about a tub to sink in with gushing hot-water jets invigorating your tired muscles? Yes, that’s a jacuzzi. No more driving to a spa. Soothe away stress, pain and fatigue right at home. The whirlpool bathtub, as it is also called, not only bolsters fitness but also provides quality leisure time. An electric pump circulates the water through the tub’s piping and underwater jets. Having one pump for every 20 jets ensures adequate power supply. Each jet’s venturi directs air into the water. The jacuzzi’s whirling hot water drives away muscle spasms, arthritis, backache, stiffness, sprains, fatigue or stress. But, remember, it’s no substitute for medication. It can only ably complement it.
Are you one of those who break into a run after a quick morning shower, heartily cursing those relaxing for hours in a jacuzzi? Why not try out today’s luxury showerheads? If you love getting soaked in the rain, you can enjoy the caress of tinkling drops in the privacy of your own bathroom. If the traditional showerhead vexes you with its limited cover, the rain showerhead pleases with its generous spread. Plus, it pampers sensitive skin-types by re-creating a more natural shower effect. With a plethora of adjustable nozzles, rain showerheads successfully simulate real rain.
Range of showerheads
Ceiling showerheads replicating the rain sensation by mixing water with air and adding light heighten the glamour. A rage in the West, chromatherapy showerheads bathe you in soothing blue light as you drench in the light drizzle. Change the colour by merely pressing a button. Some showerheads provide a massaging feel too. Others swivel a bit or channelise the water into parallel rivulets.
Different spray modes like soft rainfall, drenching waterfall and vigorous massage also emerge from single showerheads. Apart from the conventional chrome, showerheads come in porcelain, copper, glass, stone and plastic, besides numerous combinations from amongst these in design styles ranging from modern, classic, minimalist to luxury. The latest models blend beauty with functionality.
Massage showers with steam are hot favourites for many. The tanning shower has an inbuilt bronzing facility that cleanses while simultaneously imparting a seductive, healthy glow to your skin.
Baths, showers and saunas in the comfortable privacy of your own bathroom can also be extra rejuvenating with systems for spa treatments like hydro-thermo/steam massage, chromatherapy, aromatherapy and heat therapy allying themselves with your bathroom fittings. Hydro-thermo massage combines heat, water and air jets to relieve pain and ease stress.
Technology
Opulent bathroom fittings with the ‘eco-friendly’ tag are most sought-after today. Contemporary faucets are sleek with clean lines and simple minimalist designs, incorporating specially-designed jets and complex water-guidance technology to provide gentle stream or gushing waterfall effects. The luxury-loving can go for precious metal finish — silver-nickel, bronze, gold or antique-gold, besides sparkling Swarovski crystals embedded on handle-tops/intersecting-hand-levers. Glass-sculpted faucets are on offer too. Faucets with soft, rounded edges are for those who disapprove of sharp, geometric angles.
Choosing designer faucets
Faucets with infrared sensors heighten accuracy through a more intelligent sensing/analysis of the environment, thereby avoiding wrong starts. Modern faucets drive their sensors and control flow through the flowing water’s kinetic energy. Most also economise on water usage. A steam shower cabin bundling LED-enabled chromatherapy and aromatherapy on to the normal cleansing shower is available.
Adjustable seats help you share it with your partner. The dry sauna is accommodated in a cabin glass-panelled at the front to release warm air for soothing aches away. Infrared heat therapy rooms are ideal for sports warm-ups or therapeutic-massages.
Bathroom sinks too come in various hues, designs and shapes. Elegant copper sinks are popular. Dual-flush, ultra-low-flow modern toilets economise on water usage. One designer toilet has a lid that automatically lifts at your approach, flushes and closes when you leave. Through remote control, you can also avail of other facilities.
Accessible
Wall displays and multimedia systems, waterproof screens to net browsing facilities, email, telephone, music system, television are some answers for those seeking greater bath luxury. Other little pleasures include wine cooler, towel/clothes warming cabinet or wall-hung radiator, simulated fireplace, medicine cabinets with a night-light, Swarovski-crystal-studded towel bar, waterproof mirror, semi-precious-stone-studded lounge chair and soap-holders holding the bar above the sink to dry.
LED plays a major role in bathroom aesthetics, beautifying floor/wall tiles and translucent ceiling tiles.
Choose an ornate mirror and place decorative wall sconces on either side to supplement the ambient lights. Don’t forget the utility measure of a dull night light.",In the lap of luxury
https://www.malaysiakini.com/news/229369,"Malaysia has just experienced one of the most intense national elections since its independence in fifty-six years. The National Front won 133 of the 222 seats, won over half of the seats, managed to keep the regime under threat, reduced the number of seats and was considered to be a “suffering victory.” The anti-people coalition won only 89 seats, increased both the number of seats and the number of votes, although the distribution of seats was not truly reflective of the public opinion",“Ini post-election analysis lah! — Two-line search and re-exploration” lecture
https://phnompenhpost.com/national/pay-cut-%E2%80%98strange%E2%80%99-mp,"Pay cut ‘strange’: MP
Senior opposition lawmaker Son Chhay is pushing back against a recent proposal by a member of the ruling Cambodian People’s Party to withhold National Assembly salaries for those who have migrated to the newly formed Cambodia National Rescue Party.
In a letter sent to assembly president Heng Samrin last week, Chhay urged Samrin to talk some sense into ruling party lawmaker Cheam Yeap, who dreamed up the salary freeze on May 7, calling the idea an “abuse of the law” and “strange”.
Yeap, who also chairs the National Assembly Commission on Economy, Finance, Banking and Audit, threatened to take away the paychecks of 11 lawmakers who left the Sam Rainsy and Human Rights parties on April 7 to join the CNRP, a merger of the two opposition groups.
By jumping from one party to another, Yeap has reasoned, the lawmakers relinquish the right to their monthly income from the state of about $2,000.
Yeap did not cite a specific statute or internal rule when floating his proposal. But according to Cambodia’s election law, as long as assembly members make the switch within six months of the election – which is on July 28 – they cannot lose their seats in parliament unless they are voted out in the polls.
Koul Panha, executive director of the Committee for Free and Fair Elections in Cambodia, said there are existing disciplinary actions that could affect a lawmaker’s salary and position. But in this case, he said, the MPs have done nothing out of the ordinary that would lead to any sort of punishment.
“First, you’d have to remove them from membership,” Panha said. “If they are still members of parliament, how can you take away their salaries?”
Chheang Vun, assembly spokesman and a CPP legislator, slammed Chhay’s letter.
“Why does he order the parliament president? This is called insolence; he is a member of parliament, he has to respect the parliament president,” Vun said.
Vun said salaries have been frozen in the past – contrary to Chhay’s statements – and that Yeap’s proposal may come before an internal committee.
Additional Reporting by Joe Freeman",Pay cut ‘strange’: MP
http://news.abamako.com/h/18646.html,"He swears only by Captain Amadou Haya Sanogo. He also swears on the head of his children that he did not know that in Mali, one could be a civil servant without making the public service competition. He removes 260 young people from the public service, on the grounds that they did not make the entrance competition. Meanwhile, he is active to recruit within the Customs about twenty","Leader of the Mnla du Sud: Mamadou Namory Traoré, Minister Boucher du travail"
https://musavat.com/news/bu-da-bele-umbulnise_152128.html,"Men and wives of the past have complained about how long they have broken their hands, and they have almost broken their hands, and they have just fallen in one hand, and each one of them has said, ‘ Bad things for me, and my wife, I have said, ‘ That’s bad. ’",This is how...
https://www.newsday.co.zw/2013/05/struggling-black-rhinos-mambas-clash/,"BLACK Mambas and Black Rhinos have a lot in common. Not only do the two Castle Lager Premier League teams share the same prefix, but they are both uniformed forces sides.
Report by Henry Mhara
It doesn’t end there. They have both lost their last three league matches. Tomorrow, they meet at Morris Depot in a match whose significance cannot be overemphasised.
Rarely in recent history of the local league have the ninth game of a season be as important in the battle against relegation as this clash. There is, however, little getting past the fact that at this early stage in the campaign, this match is a must-win especially for the army side Rhinos, who are propping up the log table with a meagre six points.
Theirs has been a pitiful story so far. They are one of the three clubs, alongside How Mine and Chicken Inn, who have scored in each and every league match this season. It is at the back where they have a crisis.
They have conceded a massive 17 goals in eight matches, an average rate of two goals a game.
“We are losing concentration and conceding soft goals. We are working on those weaknesses,” said Rhinos assistant coach Matsika Ndega yesterday.
As for the Police outfit Mambas, the match against Rhinos represents a huge opportunity to redirect their season which started brightly, but have spectacularly collapsed.
Do you have a coronavirus story? You can email us on: news@alphamedia.co.zw","Struggling Black Rhinos, Mambas clash"
https://listindiario.com/el-deporte/2013/05/23/278029/pena-cree-el-estado-debe-privatizar-hipodromo-v.html,"Cristian Ottoniel Peña, general manager of the Hippodrome V Centenario (HVC), said yesterday that this center must be publicly tendered and that if it is done at this moment anyone who acquires it would do it at the price of “dead cow” since closed and without running, every day that passes is worth less. “Every day that passes it becomes more difficult to reopen the racetrack and that makes that in case some private company wants to",Peña believes the state must privatize Hippodrome V
https://168.hu/kultura/a-szinhazzal-szinkronban-50174,"He was a member of the Örkény Theatre. He started the field in the country, and after a detour in the children's theatre, he had a decade of free swimming. He first learned his voice about the synchronous tasks of the wider audience. Today he is one of the most employed actors in the film and theatre. In his recent Totek adaptation of Örkény Theatre, the half-crazed Major Varró",In sync with the theater
http://www.reuters.com/article/india-guar-idUSL3N0D21I120130529,"* India’s 2013 guar acreage likely to rise 5 percent to 10 percent
* Market regulator allowed guar futures trading to resume this month
MUMBAI, May 29 (Reuters) - India’s output of guar, a tiny seed with an outsize role in shale gas extraction, will rise this year as farmers boost planting acres in hopes of good rains, against a backdrop of attractive prices and resumption of futures trade, traders said.
India, the world’s top producer and exporter of the seed, fills 80 percent of world demand for guar, which thickens the slurry of water, sand and chemicals pumped into wells during the hydraulic fracturing process used to tap oil and gas from unconventional shale plays.
The United States, whose shale gas surge has transformed it from the world’s largest gas importer to a budding exporter, is the top buyer.
India’s western desert state of Rajasthan, which contributes more than 80 percent of the country’s output of guar, produced 2 million tonnes in 2012.
Planting acreage of the crop will go up by 5 to 10 percent this year, Shikharchand Dugar, a trader from Jodhpur, a key market in the state, told Reuters, although it was too early to forecast output.
“Sowing is definitely going to be higher because prices are attractive,” Dugar said. “No other crop would give this much return.”
Guar also brings in better returns than other cash crops, such as cotton, or lentils, because it is less labour-intensive, needs less fertiliser and helps improve soil fertility.
Farmers plant guar in the rainy months of June and July, during India’s monsoon season. The weather office has forecast average rains this year after the monsoon hits Kerala on the southern coast on June 3.
India’s exports of guar gum from January to April more than doubled to 268.42 billion rupees ($4.78 billion) over the same period last year, government data show.
Prospects for the export of guar gum have brightened as fracking is increasingly viewed as a technology with the potential to change the geopolitics of energy, thanks to its dramatic boost to North American domestic gas supplies.
Guar prices are now hovering around 8,750 rupees per 100 kg, well above the cost of production, said Surendra Kumar Yadav, another trader from Rajasthan.
The resumption of futures trading would also help farmers ascertain prices, said Badruddin Khan, associate vice-president of research at Indiabulls Commodities Ltd, a Mumbai-based brokerage.
On May 14, India’s market regulator lifted a ban on guar seed and guar gum futures that was more than 13 months old. Authorities suspended the trade in March 2012 after prices spiked more than 10-fold on strong overseas demand from the global shale oil and gas industry.",India to raise 2013 output of fracking ingredient guar gum -trade
https://nasional.kompas.com/read/2013/05/10/10375692/Kemenkum.dan.HAM.Harus.Tegas.soal.Napi.KeluarMasuk.Lapas,"JATARTA, the Ministry of Law and Human Rights must follow up on information of corrupt criminals who are free to roam and exit the holding cell. Despite difficult evidence, this information must be momentum for the Ministry of Law and Human Rights to be inspected. It reveals Deputy Commissioner Tapto Edy, when contacted, Friday (10/5/2013). It says, Kemhuk and human rights must be expressive. If",Hypocrisy and Human Rights Must Be Firm About Conscription Output
https://www.malaysiakini.com/news/231248,"A man's life is believed to be in a state of horror without head and body near the New Way Bridge, in Mount Merthajam today. The life of the foothills down, the generation is found on the 12th of the day by a man flying trees in the nearby countryside.","Life without head, body found near"
https://newsinfo.inquirer.net/414333/estrada-old-cabinet-discuss-new-job,"Insisting the city is in a mess, former President and Manila Mayor-elect Joseph “Erap” Estrada has assembled a powerhouse lineup of former Cabinet members to help generate revenues for the supposedly cash-strapped local government.
Estrada, who defeated incumbent Mayor Alfredo Lim in the last election, sat down with members of his old economic team over lunch at Mandarin Hotel in Makati City on Wednesday.
ADVERTISEMENT
With him were his former Finance Secretary Jose Pardo, former Budget Secretary Benjamin Diokno, former Socio-Economic Planning Secretary Felipe Medalla and former National Treasurer Leonor Briones.
“I decided to consult my old team to help me out in Manila,” he told the INQUIRER. “They are people of competence and unquestionable integrity.”
Estrada clarified that he was not about to appoint any of them to a post, saying they would just provide suggestions on how Manila could generate more revenues during his three-year term.
“So much is expected of me but it’s difficult to start a project without funds,” he said. “So I need their ideas too.”
Throughout the campaign, Estrada had insisted that Manila was in financial dire straits with a deficit of more than P3 billion, an allegation denied by Lim’s camp.
Among the incoming mayor’s plans to raise funds was to reassess pieces of real property and speed up the issuance of business permits.
“I want permits to be released within 72 hours so that investors would feel more welcome in Manila,” he said.
Estrada added that he would also roll out a comprehensive urban renewal plan for Manila, a project that would address problems in sanitation, environment and crime.
He said he was still forming his “transition team” that would coordinate with the outgoing administration. Asked if he would bring his trusted aides in San Juan to Manila, he replied: “Very few.”
Read Next","Estrada, old Cabinet discuss new job"
https://www.sabah.com.tr/aktuel/2013/05/20/vanda-korkutan-hortum,"""There is nothing left on our house. Our roof is scattered inside the village. We can't enter our homes as it is raining. We can't go into our homes, because we have no place to sit or damage to our homes.",It's the hose that scares Van!
https://www.amarujala.com/uttar-pradesh/maharajganj/Maharajganj-64291-69,"In several cases, court orders don't even post police cases. The Court took it into the tone. The police were active in the district. On Thursdays, on Thursdays there were several court cases held around 80 cases.",80 court cases per day
https://www.amarujala.com/world/europe/famous-piano-player-became-angry-on-stage,The famous piano playress Christjamerman freely expressed anger during one of his stage show...........,The piano's anger on the platform
https://hvg.hu/itthon/20130614_Kerenyi_en_jvasoltam_Tarlosnak_a_Tormay_C,"Imre Kerényi suggested that István Tarlós mayor name a public area after writer Tormay Cécile. On Thursday, the Prime Minister's representative stressed to MTI that he had not discussed this proposal with anyone, nor had he been instructed to do so. Mayor István Tarlós spoke on Thursday about the initiation of a theatre director he did not want to name, on the basis of a civic initiative,",Kerényi: I suggested to Tarlos in Tormay Cécile
https://www.babnet.net/cadredetail-67141.asp,"The Regional Director of Trade in Tozeur, Mohamed Jabeur, expressed his fear of a possible price surge, some consumer products",Tozeur: Fears of price increases during Ramadan month (Regional Trade Director)
http://news.abamako.com/h/19299.html,"The Honourable El hadj Baba Haidara said Sandy, Member of Parliament for Um-Rda at the National Assembly of Mali, told us that Um-Rda is doing well. It was during an interview held on 29 May 2013 in Magnambougou... El hadj Baba Haidara, said Sandy recalled, that during the 5","""The Um-Rda Faso Jigi party is doing well,"" says El hadj Baba Haidara said Sandy, MP for Um-Rda"
https://www.amarujala.com/uttar-pradesh/hardoi/Hardoi-137233-37,The neglect of the water corporation has been experienced by the majority of the streets in the wilderness. In these streets the drink line is not getting renovated and no other organization has ever been able to renovate it.,"In that case, rain falls into the air"
https://www.aravot.am/2013/06/14/254656/,"Don't be like Goliath, like him, all the time like a Raffi, one to you.",REGULAR PIONEERS
https://www.eluniverso.com/noticias/2013/06/20/nota/1046556/se-podra-cancelar-servicios,"The JB-2013-2500 resolution states that users can suspend their reward services through a communication addressed to the credit card issuing company. The JB-2013-2500 resolution states that users can suspend their reward services through a communication addressed to the credit card issuing company. However, it is mentioned that if a customer chooses not to maintain reward plans and benefits abroad, the entity may migrate it to a card",Credit card reward services may be cancelled
https://www.amarujala.com/uttarakhand/haridwar/Haridwar-64656-12,"The police have entered the case, with the expensive ground-resistence of the Presidential Assembly on the basis of the precious ground documents of the Indian Assembly.",A trial against the Presumination of Gurulus
https://www.amarujala.com/uttar-pradesh/basti/Basti-66817-65,The settlement. Terapism and neglect in attempting to control XEE/Eps. Dr. H. Hema has been removed from the primary health center of Captain K. Heltha. His post has been entrusted to the regional diagnose CM.....,Remove the charge at neglect
https://ekbis.sindonews.com/berita/745017/32/smgr-beri-sinyal-urungkan-minat-semen-baturaja,"(izz). - Tbk Tbk (SMGR) Tbk (SMGR) seems to not want to rush, even seems to have lost interest in the PT Semen Stoner Semen of Stones which is a red - plate company who plans to go public at a time. When asked about the interest in the ownership of the PT Semen Batjajaran, the main director of SMGR, D Seo",SMGR signaled the interest of the Stone Semen
https://www.sabah.com.tr/kultur_sanat/2013/06/13/postacinin-aski-artik-turkcede,"The second novel by Denis Theriault, whose first novel 'Iguana' and critics received a complete note from him, took its place on the shelves with a gold book label. The book is about what happened in 2006 when a postman who reads other people's letters understood his love for someone else. The book was valued for the Japanese-Canada Literature Prize.",'Love of the Postmaster' is now in Turkish!
