final_model_input_text,Event_coding,labels
"The Ministry of Education (MINED) will select the best school projects focused on robotics technology to attend a national fair on the subject, to be held on 26 August. Representatives from Taiwan, Japan and Korea will attend.The National Director of Education, Science, Technology and Innovation, William Mejía, said Korea offered that students of the best projects can participate in robotics fairs in Asia.. Students present robotics projects to MINED - La Prensa Gráfica",tech_transfer_investment,18
"Cars News: The move aligns with Volkswagen's strategic focus on developing China-specific, intelligent connected vehicles, as emphasized by Ralf Brandstaetter, a. Volkswagen Collaborates with Xpeng to Introduce Cost-Cutting EV Architecture in China - Times of India",tech_transfer_investment,18
"The Caribbean Research and Education Network (CaribNET), a broadband fibre-optic network constructed by regional telecoms LIME, was officially launched in Port-of-Spain, Trinidad on February 26.CaribNET connects tertiary institutions, schools, hospitals and other educational establishments to knowledge development and research platforms, paving the way for enhanced interconnectivity and collaboration among Caribbean states.It serves approximately 26 million people in 21 islands, who benefit from cost-effective access to high quality e-learning content and other knowledge resources from the. LIME-powered Caribbean learning network launched",tech_transfer_investment,18
"In cities like Lagos, Nairobi and Addis Ababa, busy streets are awash with the bright blue shopfronts of Transsion s flagship brand, Tecno. In China, the company doesn t have a single store, and its towering headquarters in the southern megacity of Shenzhen goes largely unnoticed among skyscrapers bearing the names of more famous Chinese tech firms.In Edna Mall on the bustling Bole Road in Addis Ababa, the capital of Ethiopia, Mesert Baru poses for her Tecno Camon i. This phone is seriously nice for selfies, says the 35-year-old shop assistant, admiring the picture she just took.Melania. The Chinese phone giant that beat Apple to Africa",tech_transfer_investment,18
"The Tata Group is expected to complete its takeover of Wistron s iPhone facility by the end of April, giving India its first local production line for Apple goods, a recent report by The Hindu Business Line has revealed.Once finished, the Bengaluru-based facility will become the country s first local assembly line for Apple goods.Tata goes deep into Apple s production facilitiesTata Electronics Pvt Ltd, the Tata Group s engineering and manufacturing industrial company, has been in talks with Taiwan-based Wistron to purchase its iPhone manufacturing facility in India off its hands, taking over. iPhone 15 to be made in India as Tata Group is set to takeover Wistron s Apple plant this month",tech_transfer_investment,18
"The kiosk, with an operator (not a police personnel), allows people to lodge an FIR, serving as a two-way interaction with the police station. (Illustration: C R Sasikumar)Taking a cue from Barcelona that offers all government services through kiosks, Cisco Systems, in partnership with the Bengaluru police, has set up a kiosk at Mantri Mall in the city for people to lodge first information reports (FIRs).The kiosk, with an operator (not a police personnel), allows people to lodge an FIR, serving as a two-way interaction with the police station.. New-age townships: Tech-tonic shift for smarter cities",tech_transfer_investment,18
"Our ReporterIn line with getting the message of Disability inclusion to all stakeholders, Project Enable Africa, in partnership with the United States Consulate, gathered tech enthusiasts at the Inclusion Hub, the first digital hub for Persons With Disabilities in Nigeria, so as to create technology-driven solutions that promote inclusion and accessibility for PWDs.According to the Project Director, Owonikoko Olusola, The theme for the 2019 International Day for Persons With Disabilities, which is The Future is Accessible is apt. We live in a technology-driven world and we can t afford to. US Consulate partners project enable Africa to create tech solutions for PWD",tech_transfer_investment,18
"First in Asia Pacific, Tomorrow ZenFone Max Pro M2 crashed. Monday, December 10, 2018 - 21:37 WIB.. First in the Pacific Asia, tomorrow's ZenFone Max Pro M2 is launched.",tech_transfer_investment,18
"Jakarta, China's brand smartphone, their latest smartphone, which is the 13th realme in Indonesia in the coming August. 13 is called to bring the gim experience of tagline gaming.. The Lima Star's Smartphone Gaming Will Be Launching In Indonesia",tech_transfer_investment,18
"Communities living around Dunga beach on Lake Victoria in western Kenya will soon convert the hyacinth and organic waste into clean green energy, thanks to biodigesters that are to be installed at the beach. The project, overseen by AstraZeneca Plc and Cambridge Institute for Sustainability Leadership, expects to result in reduction of time taken to collect firewood for cooking by villagers, especially women and children.. Dunga beach prepares to cut down on its use of firewood with installation of biodigesters",tech_transfer_investment,18
"Apple reports about the launch of iPhone-14 production in India, the company said it was the company that initiated the initiative to reduce trust in China by producing most mobile phones.. Why is India ready for iPhone-14?",tech_transfer_investment,18
"Finnish handset maker Nokia, which has been losing market share to Apple and Samsung, is seeing growth in sales of its Windows platform based Lumia smartphones in India and has attributed the pick-up in volumes to rising wealth in the country.""In terms of what is happening in Lumia for us in India, the volumes are picking up quite nicely. We got a broader portfolio in the Indian market from (Lumia) 920 to 620 and 520 and so forth.. Nokia sees growth in sales of Lumia smartphones in India",tech_transfer_investment,18
"GEORGE TOWN: Universiti Sains Malaysia (USM) and Nagaoka University of Technology (NUT), Japan have inked a memorandum of understanding (MoU) to enhance cooperation in the field of research and technology.USM Vice Chancellor Prof Datuk Dr Omar Osman said the collaboration involved joint research activities, student and academic exchanges and numerous joint seminars. The MoU marks a significant development in the successful collaboration of both universities since 12 years ago, when NUT engaged USM as part of the 30 global programmes. The collaboration has resulted in the double PhD Programme. USM, Japan's Nagaoka Uni of Tech ink research and tech MoU",tech_transfer_investment,18
"Abi Williams, Facebook s SMB Sales Manager, EMEA, noted at the launching that the Nigerian SME Council brings together Facebook Africa s SME team and Nigerian business owners from a range of industries, in a partnership designed to provide better digital tools for business and customer growth.The Council is made up of a combination of 15 small-to-medium sized business owners in varying sectors and locations across Nigeria, including Lagos, Abuja and Enugu and Kano.Williams stated: Small businesses form the backbone of most of the thriving economies in the world, driving sustainable growth. Facebook constitutes Africa's first SME Council in Nigeria",tech_transfer_investment,18
"PETALING JAYA: XTS Technologies Sdn Bhd, an integrator of smart factories, has unveiled â Haipickâ , the worldâ s first 11-metre tall Autonomous Case-handling Mobile Robot (ACR) system, in collaboration with Sinma Digital Commerce Sdn Bhd.This groundbreaking system, leveraging Automated Case-handling Technology (ACT), is set to revolutionise industrial efficiency and precision, aligning seamlessly with the demands of Industry 4.0.XTS Technologies, known for its Automated Sorting Conveyor, Automated Storage and Retrieval System, and Dimensioning, Weighing and Scanning solutions, reinforces. XTS Technologies unveils 11-metre tall autonomous mobile robot system",tech_transfer_investment,18
"A Chromebook is going to be delivered to all students in the fourth grade of primary school. We are waiting for them to arrive and they will be delivered.. Google and Education will deliver 90,000 Chromebooks to fourth graders",tech_transfer_investment,18
"By Etop EkanemJumia, a pan-African e-commerce platform, has signed a Memorandum of Understanding, MoU, with realme, the world s fastest-growing smartphone brand, which would provide millions of consumers in Africa access to innovative and trendsetting devices with the latest technology.The agreement allows for realme to have an official store on Jumia s platform that would connect it with online consumers across 11 African countries, initially including Nigeria and gradually expanding to Kenya, Ghana, and Ivory Coast, and thereafter to the remaining African countries where Jumia. realme, Jumia sign MoU to boost smartphone adoption in Africa",tech_transfer_investment,18
"The Minister of Information and Culture, Alhaji Lai Mohammed, made the announcement in Quincy, U.S., on Tuesday during a meeting with the executives of Gates Air, a market leader in transmission solutions for broadcast network operators.The Minister said the DSO, which was first launched in Jos in April 2016, is ready to be rolled out in six states across the country Kaduna, Kwara, Delta, Enugu, Gombe and Osun covering the six geo-political zones.He said the switch over from analogue to digital television is irreversible because the DSO is a game changer that will bring immense benefits. FG to roll out Digital Switch Over DSO in six states",tech_transfer_investment,18
"South Korea s LG Electronics Inc said on Friday it would unveil its first Google TV next week,joining Sony Corp and Samsung Electronics Co in partnering with the search giant to get a foothold in the emerging Internet TV market.Google hopes to replicate the success of its Android mobile software in the TV market,but its attempt to conquer the living room has seen limited success so far due to a lack of web content and support from hardware manufacturers.Google TV allows consumers to access online videos and websites on their TVs,as well as specialised apps such as video games. Currently it. LG Electronics in Google TV JV",tech_transfer_investment,18
"Belarus and India intend to intensify cooperation in the field of high technology, and a delegation from India is in Minsk these days working with the Belarusian side on the establishment of a scientific laboratory and other joint research centres in the field of laser, nano and biotechnology, as reported by the Ambassador Extraordinary and Plenipotentiary of India to Belarus, Manoj Kumar Bharti. He also noted the growing interaction between Belarusian and Indian IT companies.. Promising hi-tech",tech_transfer_investment,18
"U-Bix Corp., the Filipino pioneer in copier and printing solutions, expects revenues to grow 15 percent to P2.3 billion in 2014 from P2 billion in 2013, with the introduction of new products and services. U-Bix chairman and chief executive Edilberto Bravo said his company was bringing in 3-D printing and amateur photography printing technologies to match the state-of-the-art printing technologies in other countries.. U-Bix sees revenues hitting P2.3b in 2014",tech_transfer_investment,18
"Philippine Airlines (PAL) is partnering with NTT DATA Philippines to implement SAP solutions for modernizing and the digitalization of key business processes such as finance, procurement, supply chain, and human resources.67480The partnership brings together NTT DATA s global IT services with SAP s enterprise solutions to enable PAL s digital transformation. Being a pioneer in the aviation industry, we are intent on implementing 21st Century technological solutions to improve our business processes, said Nilo Thaddeus Rodriguez, PAL Chief Financial Officer. A true digital transformation will. PAL partners with NTT for digitalization",tech_transfer_investment,18
"BASF Ukraine is considering the possibility of producing plant protection equipment in Ukraine based on the original components together with local companies, informed the head of the Agricultural Solutions BASF department in Ukraine, Moldova and the Caucasus countries Andrei Kasyan. ""In Ukraine companies are emerging to formulate plant protection tools, this is not a complete production cycle, certain components are being delivered.. BASF is considering the possibility of producing PDFs in Ukraine",tech_transfer_investment,18
"The Mobile Unit of Industrial Costure was inaugurated yesterday by the First Lady of the Republic and Secretary of Social Inclusion, Vanda Pignato, at the headquarters of Ciudad Mujer (CM) in San Martín.The project is developed thanks to an agreement between the governments of Brazil and El Salvador and has an amount of $579,728. Brazilians contribute $553,136 while the remaining $26,592 is Salvadoran contribution.Pignato reported that. Mobile sewing unit opens in CM",tech_transfer_investment,18
"Visiting Rotarians from Scotland have hailed the Rotary Club of Limbe (RCL) for ably implementing a solar project in the area of traditional authorities Makwangwala and Njolomole in Ntcheu which is changing the lives of the poor.Speaking after touring the project in the two areas, the visiting group leader James Austin assured the communities of increased support. I am overwhelmed and I am speechless. When I go back home, I will gun for increased support so that more people live in homes with lights and drinking safe water, which is generated using solar energy, he said.RCL president Fanuel. Limbe Rotarians hailed for solar project",tech_transfer_investment,18
"Speaking to newsmen in Katsina, the DG Media said the state government has already procured 225 latest model tractors from an Indian firm, Springfield Agro Ltd.He said the tractors will be distributed to farmers through the Tractors Owners Association to enhance the farmers productivity.Malam Ibrahim Muazzam said already, over five dams across the state were under rehabilitation to facilitate dry season farming which will boost agricultural productivity.He said the state government also supports farmers in the production of staple foods like rice, maize, wheat, millet, sorghum and guinea corn. Katsina Govt committed to agricultural mechanization - DG Media",tech_transfer_investment,18
"The CCK-HUAWEI 2024 Technology Summit was held on Tuesday 10 December in Tunis under the theme ""Accelerating Intelligence for Education"", with the presence of leaders of opinion, renowned experts, academics from African and Middle East countries, specialized in the education sector.At this summit, Huawei and CCK have. Tunisia: Huawei and CCK Launch Global Intelligent Education Showcase Global Voices",tech_transfer_investment,18
"The National Information Technology Development Agency (NITDA) yesterday signed a Memorandum of Understanding (MoU) with an American multinational digital communications technology corporation, Cisco International, for the adoption of smart solutions to address socio-economic challenges in the country.NITDA Director General Kashifu Inuwa Abdullahi said the MoU would facilitate the adoption of digital technology/solutions for the irrigation of 500,000 farm lands in line with President Bola Tinubu s directive to boost food security in the country.Abdullahi signed the MoU at the agency s. NITDA signs tech solution MoU with Cisco for irrigation of 500,000 farm lands",tech_transfer_investment,18
"By Ezra Ukanwa AbujaAs part of its efforts to boost digital transactions in Nigeria, a company, Tangem, has unveiled a digital hardware powered to ensure security and convenience during digital transactions.In a statement by Osas Asephon, made available to VANGUARD after the just concluded African Financial Market Conference, AFMC, stated that the Tangem cold wallet was created to help individuals integrate digital assets into their everyday lives.The statement reads in part: Tangem created this card to empower organizations and individuals of every kind to integrate digital assets into. Group unveils hardware wallet to boost digital asset integration",tech_transfer_investment,18
"Adjudicated equipment of Torre y Centro de Control de ElDorado for 56,270 million pesos to Indra Sistemas S.A. (Spain), said Álvarez Correa through his Twitter account.. Eldorado control tower equipment",tech_transfer_investment,18
"KUALA LUMPUR: Google has applauded Malaysiaâ s approach to building artificial intelligence (AI) infrastructure under the leadership of Prime Minister Datuk Seri Anwar Ibrahim, with the technology giant investing US$2 billion in the country.Google vice president of government affairs and public policy Karan Bhatia said in the recent APEC Summit in Peru that the approach to building such infrastructure was the reason Google is investing US$2 billion in a data centre in Malaysia.In May 2024, Google announced the investment of US$2 billion (RM9.4 billion) in Malaysia, including the development. Google, Microsoft applaud Malaysiaâ s approach to building AI infrastructure, roadmap",tech_transfer_investment,18
"The international Innotrans Fair in the field of rail systems and railway transport took place in Berlin this year from September 20th to September 23rd. The fair was joined by the Canadian-based Bombardier company, which has long worked in Turkey.. We are ready to transfer technology to Turkey",tech_transfer_investment,18
"Search engine giant, Google has announced partnership with the Kaduna State Government to train 5,000 women and girls in technology. They will be trained in data science, artificial intelligence, and entrepreneurial application of digital technologies.This initiative, part of a broader skills development program supported by Google.org, aims to empower 20,000 more women and young people across Nigeria with 21st-century skills, positioning them for opportunities in the digital and creative industries.The programme will be executed by Data Science Nigeria, which will set up Arewa Tech4Ladies.. Google partners Kaduna Govt to train 5,000 women, girls in Tech",tech_transfer_investment,18
"From solar-powered lights to televisions that can withstand power blackouts, electronics mega-firms are wooing African consumers with products that target local, often challenging, environments.Samsung Electronics, the world s largest maker of flat panels, memory chips and flat-screen televisions, aims to grow its business on the continent to $10bn by 2015 in a five-fold increase from last year. This year we aim to get around three billion dollars, said Park Kwang Kee, the company s Africa president and chief executive. Our base is still not as big as other continents so our growth rate is. Tech companies woo Africa",tech_transfer_investment,18
"Senegal Digital SA and the National Commission of Backup of the Ministry of Gambian Communication signed a framework agreement for collaboration, on Wednesday 3 August 2022 in Banjul. A ceremony was chaired, on this occasion, by the Gambian Minister of Communication and the Digital Economy, Ousmane Ba, in the presence of Senegal's Ambassador to the Gambia, Bassirou Sene, and a Senegalese delegation led by. Signature of a Framework Agreement for Digital Cooperation between Senegal and the Gambia",tech_transfer_investment,18
"KUALA LUMPUR: Red Hat is spearheading efforts to promote sustainable and effective use of artificial intelligence (AI) in Malaysia, addressing both environmental concerns and infrastructure challenges while fostering national collaboration.Red Hatâ s Rest of Southeast Asia general manager Albert Chai emphasised the importance of making AI â greenerâ .â The processing power required for AI, particularly the graphic processing units, is massive. The energy consumed and the associated cooling requirements have significant implications for greenhouse gas emissions and global warming,â he. Red Hat champions sustainable, green AI landscape in Malaysia",tech_transfer_investment,18
"Ericsson President for sub-Saharan Africa, Fredrik Jejdling has reassured that the Swedish multinational provider of communication technology and services will continue to use its Information Communication Technology solutions and services across a variety of industries to enable and drive Africa s digital transformation agenda.Before now, Ericsson has signed a Memorandum of Understanding, (MUo ) with Government of Republic of Rwanda on smart Rwanda project.Noting that ICT is creating a vast amount of new opportunities for people, business and society, he told Vanguard in a telephone. Ericsson reassures on driving Africa's digital transformation agenda",tech_transfer_investment,18
Innovate UK Global Alliance Africa launched the UK-Nigeria Sustainable Construction Global Innovation Network in Nigeria on 8 December 2023.About the UK-Nigeria Sustainable Construction Global Innovation NetworkThe UK-Nigeria Sustainable Construction Global Innovation Network will create a platform to inspire and connect key stakeholders and industry leaders across the value chain in the building and construction sector. It is aimed at fostering a dynamic bilateral UK-Nigeria collaboration by exploring existing and emerging technologies and knowledge transfer solutions to facilitate. Innovate UK launches UK-Nigeria Sustainable Construction Global Innovation Network,tech_transfer_investment,18
"Bodytech enters Ecuador, after purchasing a majority percentage of the Ecuadorian gymnasium company Phisique. Thus, the company completes the third market outside Colombia, as it already operates in Peru and Chile.. Bodytech now arrives in Ecuador",tech_transfer_investment,18
"As part of his alliance with President Nayib Bukele's government, technology giant Google opened its office in El Salvador this Monday. The inauguration ceremony in which the US ambassador, William Duncan, was present is a demonstration of the company's confidence in the country and the palpable proof of the nation's transformation.. Here the future is built",tech_transfer_investment,18
"Within four years of its launch, Huawe Cloud has become a sustainable cloud service agency, which has won two, three and four points in the market of China, Thailand and Asia Pacific region, as well as in the region's parts of the region, Huhu Weiwei, has gained a strong position and popularity, as spoke in Singapore recently.. The Huaway Cloud Bangladesh is moving fast in the Asia Pacific",tech_transfer_investment,18
"The agreement will allow the Caribbean country access to a network of servers called Google Global Cache, which stores content from popular products and wide use such as the Gmail mail service and YouTube video storage site, according to some specialized media in the United States.This announcement comes a week after the visit of Ben Rhodes, Security Advisor to the President of the United States, Barack Obama, to Havana to attend acts of homage to the late Cuban leader Fidel Castro. Google and Cuba will sign agreement on Monday to improve internet access",tech_transfer_investment,18
"Visa in partnership with USAID Economic Security Program in Georgia distinguished Nana Dikhaminjia as a winner of the ICT Champion category and awarded with special money prize 5 thousand Gel. Visa, as supporter organization joined the Grace Hopper Award Program in Georgia, founded by the USAID Economic Security Program in partnership with TBC Bank and UN Women.. Visa Along with USAID Economic Security Program Announces ICT Champion Category Winner of Grace Hopper Award Program in Georgia",tech_transfer_investment,18
"GITEX Global, the world s largest and most inclusive tech event will debut GITEX AFRICA (www.GITEXAfrica.com) in Marrakesh, Morocco from 31 May through 2 June 2023. Shure will be present at the continent s largest tech event show and will demonstrate its latest audio solutions for the AV conferencing and professional audio industry.. Shure to Showcase Audio Solutions for Hybrid Work at Inaugural GITEX Africa 2023 Tech Event",tech_transfer_investment,18
"Sanofi, a global biopharmaceutical company dedicated to improving the lives of people worldwide, is calling on technology entrepreneurs and startups in Nigeria to participate in its 2020 AfricaTech Challenge. Viva Technology (VivaTech), is the biggest tech event in Europe.. Sanofi announces AfricaTech 2020 challenge, calls for entries",tech_transfer_investment,18
Poland's plan is to create a center for the HIMARS conscription system this year. This is what the Minister of Defense for Poland Marius Blleschek said during his visit to Lockheed Martin in the United States - he reported tvp.info.. Poland will create the HIMARS center this year,tech_transfer_investment,18
"Nigeria today, is regarded as the biggest economy in Africa. However, its power sector is performing far below the level of an economy of this magnitude.. KStar: How Nigeria s power outages necessitated first online power backup system",tech_transfer_investment,18
"XALIMANEWS: The Ministry of Communication of Telecommunications and Digital has signed with the American giant of the Internet, Google, a memorandum of understanding for the creation of a sovereign cloud, a first in West Africa. This infrastructure will allow Senegal to ensure the protection of sensitive data while responding to the growing needs of administrations and .... Creation of a sovereign cloud: Senegal signs a protocol with Google - Xalima.com",tech_transfer_investment,18
"Last week, a Microsoft in Education Global Forum was held in Dubai, United Arab Emirates. This Forum was important for many reasons first and foremost, to highlight the achievements of some amazing teachers and schools in the Middle East, Africa and India.The 450 educators and leaders we met at the event were integrating technology in their classrooms in fresh ways, and making a big difference in a region where access to quality education can be especially inconsistent, and where preparation for the workforce is key to competitiveness, stability and economic growth.These Microsoft. Microsoft announces availability of Office 365 ProPlus Benefit",tech_transfer_investment,18
"A casual conversation with his uncle prompted 17-year-old Kavin Saravanan, a high school student at Adrian Wilcox High School in California, U.S., to offer free coding classes to students in rural areas around Coimbatore and enable them develop appsWhen the pandemic began in 2020, Kavin felt the first-hand challenges that distance learning posed to some students. Since he was part of the teen council at his local library in Santa Clara, Kavin started offering free virtual mobile app development sessions to young children in his neighborhood.. High school student from U.S. teaches rural children in Coimbatore to develop apps",tech_transfer_investment,18
"AWS supports a growing number of Nigerian customers and partners across all industries moving to the cloudAmazon Web Services, Inc. (AWS), an Amazon.com, Inc. company, today announced the opening of its first office in Lagos, Nigeria. The new Lagos office is part of AWS s support for the growing number of customers and partners in Nigeria.. Amazon Web Services opens Lagos office, increases commitment to Africa",tech_transfer_investment,18
"Iran willing to cooperate in rail development. Obregón, for his part, praised Iran's progress in different areas despite international pressures and welcomed the expansion of trade relations between the two countries. Earlier on Monday, at a meeting between the Deputy Foreign Minister for Iran's Economic Diplomacy, Mehdi Safari, and the Nicaraguan minister, Safari said Iran is ready to transfer advanced technologies, nano and biotechnologies, as well as vaccines and medical supplies to Managua.",tech_transfer_investment,18
"Stellantis joins the Chinese CATL for cheaper batteries. The manufacturer secures its supplies to equip its electric cityships produced in Europe. Stellantis continues to shop to equip its next cars ""made in Europe"" with electric batteries.",tech_transfer_investment,18
"Azerbaijan and Turkey signed a memorandum on space cooperation. The Space Agency of the Ministry of Digital Development and Transport of Azerbaijan (Azerkosmos) and the Turkish Space Agency have signed a memorandum of understanding and, according to the Ministry, the signing ceremony was held within the framework of the 73rd International Astronautical Congress in the capital of France, Paris.",tech_transfer_investment,18
"Indonesia's Film Selection to Be Sent to the Oscar. The United Kingdom of Indonesia Film Company (PPFI) will again send Indonesian films to compete in the 2024 Oscar Cup in the United States (U.S.). Public Chairman PPFI Deddy Mizwar conveys hope for support and active roles all parties associated with the film industry in order to promote Indonesian participation in the Oscar Cup.""",social_academic_cultural_activity,17
"The 'Magister Raffaello' Video Art Installation Show in Jakarta. IN THE 500th year of the death of the leading maestro, Raphael, Embassy of Italy and the Italian Cultural Center in Jakarta, will hold an exhibition of the Installation of the Video Arts entitled 'Magister Raffaello', on February 25 - March 31, 2022 at the Cinher Artpreneur Gallery, an exhibition of Video Arts produced by Magister Art and Turtletori by Arch. Claudio Strinati, an expert",social_academic_cultural_activity,17
"International Language Day in Kolkata is celebrated in Bangladesh every day. The International Mother Language and the Great Martyr's Day will be held on Wednesday, with appropriate dignity in the western state of Kolkata, with posters and posters coming out of Bangladesh's flag in front of the Bangladesh Library and Center at the Sub-Hacky House in Kolkata, including a collection of posters of posters and posters of Malays.",social_academic_cultural_activity,17
"Popayán Lives Americadanza, 2017 Folklore Festival of the Americas. From August 4th to 13th, the municipalities of Popayán, Santander de Quilichao, Jambaló, Suárez, Cajíbío and Piendamó will be the epicenter of a social and cultural twinning event that will allow the meeting of outstanding folk groups, schools, companies and ballet from different Latin American countries. #",social_academic_cultural_activity,17
"Tanzania, A.South cooperating in the arts. The governments of Tanzania and South Africa have agreed to co-operate in the field of film, creative rights as well as writing a history of liberation in southern Africa. Speaking to reporters yesterday, the Minister of Information, Culture, Arts and Sports, Nape Nnauye said he and the South African Minister of Culture, Nathi Mthethwa had agreed to work together in the field of art.",social_academic_cultural_activity,17
"Photo fact: An exhibition organized by the Gugun Museum and the Versailles Palace opened in Beijing. The Chinese Palace Museum of Gugun, better known as the Forbidden City, has launched an exhibition dedicated to exchanges between China and France in the 17th to 15th centuries, organized by the Gugun Museum and the Versailles Palace, written by Xinhua.",social_academic_cultural_activity,17
"Outgoing EU delegation head bats for increased cultural, sport exchanges between Jamaica, Europe. KINGSTON, Jamaica Outgoing head of the European Union delegation to Jamaica, Ambassador Malgorzata Wasilewska, believes increased cultural and sports exchanges between the EU and Jamaica would benefit both groups. I would love to see a bigger exchange of people, easier travel, more travel, cultural exchanges, and sports exchanges, because people are drawn to things Jamaican in Europe, she said, during an interview with JIS News.",social_academic_cultural_activity,17
"U.S. first lady @ Beijing school. First lady Michelle Obama tried her hand at Chinese calligraphy on Friday during a visit to a high school in Beijing at the start of a weeklong visit to China aimed at promoting education and person-to-person exchanges. Obama was joined by Peng Liyuan, the wife of Chinese President Xi Jinping.",social_academic_cultural_activity,17
"Medellín: XVI International Tango Festival. Medellín has everything ready to be the capital of tango during its traditional festival that will take place from 20 to 26 June. It is the 16th International Tango Festival, which this year will have as a country invited to Uruguay, cradle of this musical genre.(You may be interested: Alert for false promises of employment in Antioquia)",social_academic_cultural_activity,17
"Belgium exposes musical institutes. Recently, the Belgian Music Fund Foundation announced the donation of 153 instruments to music institutes in Morocco, an initiative that some musicians considered to be evidence of the great characteristics of these spaces. The Belgian Foundation stated that this initiative was part of its efforts to promote solidarity between French-speaking Belgian musicians and their Moroccan counterparts, particularly during the Corona pandemic.",social_academic_cultural_activity,17
"EU Ambassador Announces European Year of Cultural Heritage. In the tenth edition of the International Poetry Festival of Granada will be promoted the European cultural heritage, said Ambassador Bell of the EUThe ambassador of the European Union to Nicaragua, Kenny Bell, officially announced the celebration of the European Year of Cultural Heritage to be held in Europe and elsewhere in the world, with the aim of showing the contribution of European culture in various fields: literature, art, history, cinema, gastronomy, fashion, architecture, among others.",social_academic_cultural_activity,17
"Ankara Club organises folk competition in Kyrgyzistan. The Taktyr Mezgil Jashoo Foundation, headed by the Ankara Club Association, which led the implementation of the Ankara Club and Seymenlik tradition, and the NGOs that led the introduction of Kyrgyz culture abroad, was held at the 2nd International Guz Yanks Festival in Bishkek, covering Central Asia. The dance and music competition organised under Festival is held in Karakalpakistan, Kazakhstan, the Altay Republic, China",social_academic_cultural_activity,17
"Red Sonar: music connecting countries. A sonar (so, with tilde) is an apparatus that detects the presence and situation of objects submerged by acoustic waves. And, worth the play of words, it is the one that seems to have worked to identify and unite musicians and cultural managers from Colombia, Peru and Uruguay, each with its own waves and processes, in the most musical location of all: the island of Providencia.",social_academic_cultural_activity,17
"Iran's electric band will perform in Istanbul with ""special"" permission. Ali AKSOER/STANBUL, (DHA) Kako Band, who performs electronic music in Iran, will perform their first international concerts in Turkey, with the permission of the Iranian Ministry of Culture. Ali AKSOYER/ISTANBUL, (DHA) AKSOYER/STANBUL will perform their first foreign concerts in 2016, with the permission of the Iranian Ministry of Culture.",social_academic_cultural_activity,17
"Australia s Monash University to open postgraduate campus in Indonesia. Australia s Monash University is set to establish a postgraduate campus in Indonesia, following the latter s approval, paving the way for Monash to become the first foreign university campus to operate in the country. Based in Jakarta, Monash Indonesia will offer Master and PhD degrees, as well as executive programs and micro-credentials.",social_academic_cultural_activity,17
"An invitation to explore Latin America as a horizon of thought. The 45th session of the Academy of the Kingdom of Morocco will be held from 24 to 26 April in Rabat under the theme ""Latin America as a horizon of thought"". This session, which will be marked by the participation of eminent Moroccan and foreign intellectuals, aims to bring Morocco closer to Latin America in political, economic and cultural terms and to expose the major developments recorded by the Kingdom, under the rule of",social_academic_cultural_activity,17
"University of India to fund 100 Tanzanian students. CT University in Punjab, India, has provided a half-fee scholarship to 100 Tanzanian students who want to study pharmacy at the university.\nThe offer was announced yesterday by the Director of the International Department of the University, Sourabh Chaudhary while talking to students and various people visiting the university exhibitions taking place at Mnazimmoja Stadium, in Dar es Salaam.\nOfficials from the college and nine other foreign nationals have come to the country to showcase the courses they offer at their colleges.\nHe said 100 Tanzanian students who would like to study the profession at the college will receive a special discount of up to 50 percent and travel arrangements will be in August.\nHe said students who are still in training for the National Service (JKT) will enter the college from September.\nSourabh said the friendship between Tanzania and India is long-standing and that the Tanzanian government has invested heavily in the health sector, so it needs enough professionals to serve the industry.\nHe also said the Tanzanian government has made efforts to improve infrastructure for science students including those who want to study health courses.\nUsing the friendship between the two countries, the college leadership has agreed that it is important to choose a course that is of great importance and demand in the labor market by reducing costs so that more Tanzanians can study it for the development of the country and the nation as a whole, he said.\nHe said students from Tanzania have been doing well due to good preparation in secondary education and many of them receive various awards for their excellence.",social_academic_cultural_activity,17
"Belgium strengthens the network of its schools in Morocco. The future Belgian School in Rabat will be located in Hay Riad and will extend over an area of 11,000 m2. Its capacity will be 1,500 students whose age range is between 2.5 and 18 years for a full kindergarten to the last year of high school.",social_academic_cultural_activity,17
"PH, Australia higher education leaders sign accord Manila Bulletin. The Philippines and Australia held a ceremonial signing of a Memorandum of Understanding (MOU) on higher education and research as a prelude and important milestone to the commemoration of the 75th diplomatic ties between the two countries in 2021. At the sidelines of the Australian Technology Network (ATN) Education Summit on Saturday, September 26, 2020, Philippine Commission on Higher Education (CHED) Chairman J. Prospero E. De Vera III and University of Technology Sydney (UTS) Vice Chancellor and President and ATN Chair Professor Attila Brungs signed the MOU on Higher Education and Research.",social_academic_cultural_activity,17
"The ancient Belarusian rite of Gukanne Viasna was presented at a solemn evening in Beijing. Heads and representatives of the diplomatic missions of the Russian Federation and the CIS countries participated in the event, welcoming the Ambassador of Belarus to China, Yuri Senko, as well as the Ambassadors of the Russian Federation, Azerbaijan, Armenia, Kyrgyzstan, Tajikistan and Turkmenistan, the Secretary-General of the Shanghai Cooperation Organization and the Minister Counsellor of the Embassy of Kazakhstan in the People's Republic of China.",social_academic_cultural_activity,17
"Belarus education is now highly valued in China.. This was announced by the Ambassador Extraordinary and Plenipotentiary of the Republic of Belarus to the PRC, Yuri Senko, on the evening television channel ""Belarus 1"", who said that, even in the wake of the pandemic in Belarus, 8,000 Chinese students are studying today, and that Belarusian students in China are slightly fewer, mainly due to restrictions on entry into the territory of the Republic of China due to the pandemic.",social_academic_cultural_activity,17
